ID,CommunityID,Bidoffer ,RichnessIndex,Proportion,AveSizePlot,Area,Plots,YoungFarmer,OldFarmer,Age,Male ,Female ,PriceHa,PricePlot,Averagesizeplot,SmallPlot,LargePlot,CWRhotspotgenus,Elevation,TransactionCost,Ecoregion1,Ecoregion2,Community ,nonGMA,GMA ,SmallFarms,FarmSize,VignaUnguiculata,VignaJuncea,EleusineCoracana,PennisetumPurpureum,SorghumBicolar ,SolanumIncanum,EleusineIndica ,Cucumis Zeyheri,OryzaLongistaminata,Richness
163,C9,321,5,25.0,,0.5,,0,1,65,1,0,655,,,,,2,1104,80.2,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0
164,C9,366.8,5,16.7,,0.5,,0,1,49,0,1,748.57,,,,,2,1104,91.7,1,0,9,0,1,0,2.94,0,0,0,0,0,0,0,0,0,0
165,C9,45.9,5,33.3,,0.5,,1,0,30,0,1,93.57,,,,,2,1104,11.5,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0
166,C9,55,5,25.0,,0.5,,0,1,55,0,1,112.29,,,,,2,1104,13.8,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0
167,C9,73.4,5,20.0,,0.5,,0,1,40,0,1,149.71,,,,,2,1104,18.3,1,0,9,0,1,0,2.45,0,0,0,0,0,0,0,0,0,0
168,C9,82.5,5,33.3,,0.5,,1,0,21,1,0,168.43,,,,,2,1104,20.6,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0
169,C9,64.2,5,33.3,,0.5,,1,0,23,0,1,131,,,,,2,1104,16,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0
170,C9,27.5,5,25.0,,0.5,,1,0,31,1,0,56.14,,,,,2,1104,6.9,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0
171,C9,73.4,5,16.7,,0.5,,0,1,40,0,1,149.71,,,,,2,1104,18.3,1,0,9,0,1,0,2.94,0,0,0,0,0,0,0,0,0,0
172,C9,82.5,5,25.0,,0.5,,0,1,57,0,1,168.43,,,,,2,1104,20.6,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0
173,C9,137.6,5,20.0,,0.5,,0,1,50,0,1,280.71,,,,,2,1104,34.4,1,0,9,0,1,0,2.45,0,0,0,0,0,0,0,0,0,0
174,C9,91.7,5,25.0,,0.5,,0,1,52,0,1,187.14,,,,,2,1104,22.9,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0
175,C9,275.1,5,33.3,,0.5,,1,0,28,0,1,561.43,,,,,2,1104,68.8,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0
176,C9,87.1,5,25.0,,0.5,,0,1,55,1,0,177.79,,,,,2,1104,21.8,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0
177,C9,55,5,20.0,,0.5,,1,0,25,1,0,112.29,,,,,2,1104,13.8,1,0,9,0,1,0,2.45,0,0,0,0,0,0,0,0,0,0
178,C9,91.7,5,20.0,,0.5,,1,0,25,1,0,187.14,,,,,2,1104,22.9,1,0,9,0,1,0,2.45,0,0,0,0,0,0,0,0,0,0
179,C9,275.1,5,25.0,,0.5,,1,0,28,1,0,561.43,,,,,2,1104,68.8,1,0,9,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0
180,C9,73.4,5,33.3,,0.5,,1,0,30,0,1,149.71,,,,,2,1104,18.3,1,0,9,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0
181,C10,275.1,3,16.7,0.5,1,2,0,1,45,0,1,280.71,137.55,0.49,1,0,2,1102,68.8,1,0,10,0,1,0,5.88,0,0,0,0,0,0,0,0,0,0
182,C10,366.8,3,5.0,0.5,0.5,1,0,1,37,1,0,733.6,366.8,0.5,1,0,2,1102,91.7,1,0,10,0,1,0,10,0,0,0,0,0,0,0,0,0,0
183,C10,458.5,3,6.3,0.5,0.5,1,1,0,32,1,0,917,458.5,0.5,1,0,2,1102,114.6,1,0,10,0,1,0,8,0,0,0,0,0,0,0,0,0,0
184,C10,366.8,3,6.3,0.5,0.5,1,0,1,45,1,0,733.6,366.8,0.5,1,0,2,1102,91.7,1,0,10,0,1,0,8,0,0,0,0,0,0,0,0,0,0
185,C10,550.2,3,20.0,0.5,1,2,1,0,24,1,0,550.2,275.1,0.5,1,0,2,1102,137.6,1,0,10,0,1,0,5,0,0,0,0,0,0,0,0,0,0
186,C10,550.2,3,10.0,0.5,0.5,1,1,0,28,1,0,1100.4,550.2,0.5,1,0,2,1102,137.6,1,0,10,0,1,0,5,0,0,0,0,0,0,0,0,0,0
187,C10,91.7,3,8.0,0.5,1,2,0,1,57,1,0,91.7,45.85,0.5,1,0,2,1102,22.9,1,0,10,0,1,0,12.5,0,0,0,0,0,0,0,0,0,0
188,C10,366.8,3,8.3,0.5,0.5,1,0,1,42,1,0,733.6,366.8,0.5,1,0,2,1102,91.7,1,0,10,0,1,0,6,0,0,0,0,0,0,0,0,0,0
189,C10,550.2,3,11.8,1.0,1,1,1,0,26,1,0,550.2,550.2,1,0,1,2,1102,137.6,1,0,10,0,1,0,8.5,0,0,0,0,0,0,0,0,0,0
190,C10,366.8,3,33.3,0.5,0.5,1,1,0,23,1,0,733.6,366.8,0,1,0,2,1102,91.7,1,0,10,0,1,1,1.5,0,0,0,0,0,0,0,0,0,0
191,C11,458.5,5,10.0,0.5,0.5,1,0,1,62,1,0,935.71,458.5,0.49,1,0,0,999,114.6,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,1,0,1
192,C11,91.7,5,20.0,1.0,1,1,0,1,54,1,0,93.57,91.7,0.98,0,1,0,999,22.9,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,1,0,1
193,C11,412.7,5,8.3,0.5,0.5,1,0,1,43,1,0,842.14,412.65,0.49,1,0,0,999,103.2,1,0,11,0,1,0,5.88,0,0,0,0,0,1,0,1,0,1
194,C11,412.7,5,20.0,0.5,0.5,1,1,0,32,1,0,842.14,412.65,0.49,1,0,0,999,103.2,1,0,11,0,1,0,2.45,0,0,0,0,0,1,0,1,0,1
195,C11,458.5,5,16.7,0.5,0.5,1,0,1,60,1,0,935.71,458.5,0.49,1,0,0,999,114.6,1,0,11,0,1,0,2.94,0,0,0,0,0,1,0,1,0,1
196,C11,366.8,5,12.5,0.5,0.5,1,0,1,43,1,0,748.57,366.8,0.49,1,0,0,999,91.7,1,0,11,0,1,0,3.92,0,0,0,0,0,1,0,1,0,1
197,C11,458.5,5,20.0,0.5,0.5,1,1,0,,0,1,935.71,458.5,0.49,1,0,0,999,114.6,1,0,11,0,1,0,2.45,0,0,0,0,0,1,0,1,0,1
198,C11,917,5,10.0,0.5,0.5,1,1,0,30,1,0,1871.43,917,0.49,1,0,0,999,229.3,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,1,0,1
199,C11,458.5,5,12.5,0.5,0.5,1,0,1,38,1,0,935.71,458.5,0.49,1,0,0,999,114.6,1,0,11,0,1,0,3.92,0,0,0,0,0,1,0,1,0,1
200,C11,458.5,5,10.0,0.5,0.5,1,1,0,30,0,1,935.71,458.5,0.49,1,0,0,999,114.6,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,1,0,1
201,C11,458.5,5,10.0,0.5,0.5,1,0,1,41,1,0,935.71,458.5,0.49,1,0,0,999,114.6,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,1,0,1
202,C11,366.8,5,12.5,0.5,0.5,1,0,1,43,1,0,748.57,366.8,0.49,1,0,0,999,91.7,1,0,11,0,1,0,3.92,0,0,0,0,0,1,0,1,0,1
203,C11,641.9,5,10.0,0.5,0.5,1,0,1,57,0,1,1310,641.9,0.49,1,0,0,999,160.5,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,1,0,1
204,C11,641.9,5,8.3,0.5,0.5,1,0,1,43,1,0,1310,641.9,0.49,1,0,0,999,160.5,1,0,11,0,1,0,5.88,0,0,0,0,0,1,0,1,0,1
205,C11,733.6,5,5.0,0.5,0.5,1,0,1,42,1,0,1497.14,733.6,0.49,1,0,0,999,183.4,1,0,11,0,1,0,9.8,0,0,0,0,0,1,0,1,0,1
206,C11,458.5,5,10.0,0.5,0.5,1,0,1,43,1,0,935.71,458.5,0.49,1,0,0,999,114.6,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,1,0,1
207,C11,550.2,5,10.0,0.5,0.5,1,0,1,52,1,0,1122.86,550.2,0.49,1,0,0,999,137.6,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,1,0,1
208,C11,458.5,5,9.1,0.5,0.5,1,0,1,62,1,0,935.71,458.5,0.49,1,0,0,999,114.6,1,0,11,0,1,0,5.39,0,0,0,0,0,1,0,1,0,1
209,C11,550.2,5,10.0,0.5,0.5,1,0,1,45,0,1,1122.86,550.2,0.49,1,0,0,999,137.6,1,0,11,0,1,0,4.9,0,0,0,0,0,1,0,1,0,1
210,C11,458.5,5,8.3,0.5,0.5,1,0,1,44,1,0,935.71,458.5,0.49,1,0,0,999,114.6,1,0,11,0,1,0,5.88,0,0,0,0,0,1,0,1,0,1
211,C11,550.2,5,20.0,0.5,0.5,1,0,1,51,1,0,1122.86,550.2,0.49,1,0,0,999,137.6,1,0,11,0,1,0,2.45,0,0,0,0,0,1,0,1,0,1
212,C12,91.7,3,25.0,0.5,1,2,1,0,26,1,0,93.57,45.85,0.49,1,0,1,987,22.9,1,0,12,0,1,0,3.92,0,0,0,0,0,0,0,0,0,0
213,C12,183.4,3,25.0,0.5,0.5,1,1,0,28,1,0,374.29,183.4,0.49,1,0,1,987,45.9,1,0,12,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0
214,C12,458.5,3,20.0,0.5,0.5,1,1,0,24,1,0,935.71,458.5,0,1,0,1,987,114.6,1,0,12,0,1,0,2.45,0,0,0,0,0,0,0,0,0,0
215,C12,550.2,3,28.6,0.5,1,2,0,1,55,1,0,561.43,275.1,0.49,1,0,1,987,137.6,1,0,12,0,1,0,3.43,0,0,0,0,0,0,0,0,0,0
216,C12,641.9,3,6.7,0.5,0.5,1,1,0,18,1,0,1310,641.9,0,1,0,1,987,160.5,1,0,12,0,1,0,7.35,0,0,0,0,0,0,0,0,0,0
217,C12,733.6,3,7.1,0.5,0.5,1,0,1,40,1,0,1497.14,733.6,0.49,1,0,1,987,183.4,1,0,12,0,1,0,6.86,0,0,0,0,0,0,0,0,0,0
218,C12,376,3,12.5,0.5,1,2,0,1,42,1,0,383.64,187.99,0.49,1,0,1,987,94,1,0,12,0,1,0,7.84,0,0,0,0,0,0,0,0,0,0
219,C12,1375.5,3,13.3,0.5,1,2,1,0,32,1,0,1403.57,687.75,0.49,1,0,1,987,343.9,1,0,12,0,1,0,7.35,0,0,0,0,0,0,0,0,0,0
220,C12,183.4,3,28.6,0.5,1,2,1,0,32,1,0,187.14,91.7,0.49,1,0,1,987,45.9,1,0,12,0,1,0,3.43,0,0,0,0,0,0,0,0,0,0
221,C12,366.8,3,11.1,0.5,0.5,1,1,0,25,0,1,748.57,366.8,0.49,1,0,1,987,91.7,1,0,12,0,1,0,4.41,0,0,0,0,0,0,0,0,0,0
222,C12,275.1,3,12.5,0.5,0.5,1,0,1,40,0,1,561.43,275.1,0.49,1,0,1,987,68.8,1,0,12,0,1,0,3.92,0,0,0,0,0,0,0,0,0,0
223,C12,458.5,3,22.2,0.5,1,2,0,1,41,0,1,467.86,229.25,0.49,1,0,1,987,114.6,1,0,12,0,1,0,4.41,0,0,0,0,0,0,0,0,0,0
224,C12,458.5,3,33.3,0.5,0.5,1,1,0,24,0,1,935.71,458.5,0.49,1,0,1,987,114.6,1,0,12,0,1,1,1.47,0,0,0,0,0,0,0,0,0,0
225,C12,458.5,3,25.0,0.5,0.5,1,1,0,25,0,1,935.71,458.5,0.49,1,0,1,987,114.6,1,0,12,0,1,1,1.96,0,0,0,0,0,0,0,0,0,0
226,C12,458.5,3,10.0,0.5,1,2,0,1,43,0,1,467.86,229.25,0.49,1,0,1,987,114.6,1,0,12,0,1,0,9.8,0,0,0,0,0,0,0,0,0,0
227,C12,917,3,16.7,0.5,1,2,0,1,49,1,0,935.71,458.5,0.49,1,0,1,987,229.3,1,0,12,0,1,0,5.88,0,0,0,0,0,0,0,0,0,0
228,C12,550.2,3,8.3,0.5,0.5,1,0,1,48,1,0,1122.86,550.2,0.49,1,0,1,987,137.6,1,0,12,0,1,0,5.88,0,0,0,0,0,0,0,0,0,0
229,C12,641.9,3,14.3,0.5,1,2,0,1,46,1,0,655,320.95,0.49,1,0,1,987,160.5,1,0,12,0,1,0,6.86,0,0,0,0,0,0,0,0,0,0
230,C12,550.2,3,14.3,0.5,0.5,1,1,0,25,1,0,1122.86,550.2,0.49,1,0,1,987,137.6,1,0,12,0,1,0,3.43,0,0,0,0,0,0,0,0,0,0
231,C13,1146.3,5,71.4,1.7,5,3,1,0,26,1,0,229.25,382.08,1.67,0,1,1,987,286.6,1,0,13,0,1,0,7,0,0,0,0,0,0,0,0,0,0
232,C13,2292.5,5,71.4,2.5,10,4,0,1,53,1,0,229.25,573.13,2.5,0,1,1,1071,573.1,1,0,13,0,1,0,14,0,0,0,0,0,0,0,0,0,0
233,C13,2292.5,5,66.7,1.7,10,6,1,0,,1,0,229.25,382.08,1.67,0,1,1,1071,573.1,1,0,13,0,1,0,15,0,0,0,0,0,0,0,0,0,0
234,C13,229.3,5,50.0,1.0,1,1,1,0,28,1,0,229.25,229.25,1,0,1,1,1071,57.3,1,0,13,0,1,1,2,0,0,0,0,0,0,0,0,0,0
235,C13,229.3,5,50.0,1.0,1,1,1,0,,1,0,229.25,229.25,1,0,1,1,1071,57.3,1,0,13,0,1,1,2,0,0,0,0,0,0,0,0,0,0
236,C13,917,5,66.7,1.3,4,3,0,1,38,0,1,229.25,305.67,1.33,0,1,1,1071,229.3,1,0,13,0,1,0,6,0,0,0,0,0,0,0,0,0,0
237,C13,1146.3,5,71.4,1.3,5,4,0,1,48,0,1,229.25,286.56,1.25,0,1,1,1071,286.6,1,0,13,0,1,0,7,0,0,0,0,0,0,0,0,0,0
238,C13,687.8,5,75.0,1.5,3,2,0,1,36,1,0,229.25,343.88,1.5,0,1,1,1071,171.9,1,0,13,0,1,0,4,0,0,0,0,0,0,0,0,0,0
239,C13,1834,5,66.7,1.3,8,6,0,1,46,1,0,229.25,305.67,1.33,0,1,1,1071,458.5,1,0,13,0,1,0,12,0,0,0,0,0,0,0,0,0,0
240,C13,2292.5,5,66.7,1.4,10,7,0,1,39,1,0,229.25,327.5,1.43,0,1,1,1071,573.1,1,0,13,0,1,0,15,0,0,0,0,0,0,0,0,0,0
241,C13,229.3,5,33.3,,1,,0,1,65,1,0,229.25,,,,,1,1071,57.3,1,0,13,0,1,0,3,0,0,0,0,0,0,0,0,0,0
242,C13,687.8,5,60.0,1.5,3,2,1,0,31,1,0,229.25,343.88,1.5,0,1,1,1071,171.9,1,0,13,0,1,0,5,0,0,0,0,0,0,0,0,0,0
243,C13,917,5,33.3,2.0,4,2,0,1,36,1,0,229.25,458.5,2,0,1,1,1071,229.3,1,0,13,0,1,0,12,0,0,0,0,0,0,0,0,0,0
244,C13,4585,5,80.0,2.2,20,9,0,1,48,1,0,229.25,509.44,2.22,0,1,1,1071,1146.3,1,0,13,0,1,0,25,0,0,0,0,0,0,0,0,0,0
245,C13,1834,5,66.7,2.7,8,3,0,1,50,1,0,229.25,611.33,2.67,0,1,1,1071,458.5,1,0,13,0,1,0,12,0,0,0,0,0,0,0,0,0,0
246,C13,917,5,66.7,1.3,4,3,0,1,65,1,0,229.25,305.67,1.33,0,1,1,1071,229.3,1,0,13,0,1,0,6,0,0,0,0,0,0,0,0,0,0
247,C13,1375.5,5,85.7,1.5,6,4,0,1,53,1,0,229.25,343.88,1.5,0,1,1,1071,343.9,1,0,13,0,1,0,7,0,0,0,0,0,0,0,0,0,0
248,C13,687.8,5,71.4,1.7,5,3,0,1,35,1,0,137.55,229.25,1.67,0,1,1,1071,171.9,1,0,13,0,1,0,7,0,0,0,0,0,0,0,0,0,0
249,C13,1375.5,5,60.0,1.2,6,5,0,1,55,1,0,229.25,275.1,1.2,0,1,1,1071,343.9,1,0,13,0,1,0,10,0,0,0,0,0,0,0,0,0,0
250,C13,687.8,5,60.0,1.5,3,2,1,0,25,1,0,229.25,343.88,1.5,0,1,1,1071,171.9,1,0,13,0,1,0,5,0,0,0,0,0,0,0,0,0,0
251,C13,2063.3,5,69.2,1.6,9,5.5,0,1,39,1,0,229.25,375.14,1.64,0,1,1,1071,515.8,1,0,13,0,1,0,13,0,0,0,0,0,0,0,0,0,0
252,C13,1146.3,5,55.6,1.3,5,4,1,0,,1,0,229.25,286.56,1.25,0,1,1,1071,286.6,1,0,13,0,1,0,9,0,0,0,0,0,0,0,0,0,0
253,C13,1146.3,5,71.4,1.7,5,3,0,1,59,1,0,229.25,382.08,1.67,0,1,1,1071,286.6,1,0,13,0,1,0,7,0,0,0,0,0,0,0,0,0,0
254,C13,687.8,5,66.7,2.0,2,1,0,1,52,1,0,343.88,687.75,2,0,1,1,1071,171.9,1,0,13,0,1,0,3,0,0,0,0,0,0,0,0,0,0
255,C13,687.8,5,,2.0,2,1,0,1,46,1,0,343.88,687.75,2,0,1,1,1071,171.9,1,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0
256,C13,1604.8,5,77.8,1.4,7,5,0,1,45,1,0,229.25,320.95,1.4,0,1,1,1071,401.2,1,0,13,0,1,0,9,0,0,0,0,0,0,0,0,0,0
257,C13,3438.8,5,88.2,1.5,15,10,0,1,40,1,0,229.25,343.88,1.5,0,1,1,1071,859.7,1,0,13,0,1,0,17,0,0,0,0,0,0,0,0,0,0
258,C13,1604.8,5,77.8,1.8,7,4,0,1,52,1,0,229.25,401.19,1.75,0,1,1,1071,401.2,1,0,13,0,1,0,9,0,0,0,0,0,0,0,0,0,0
259,C13,1375.5,5,75.0,1.5,6,4,0,1,41,0,1,229.25,343.88,1.5,0,1,1,1071,343.9,1,0,13,0,1,0,8,0,0,0,0,0,0,0,0,0,0
260,C13,687.8,5,60.0,1.5,3,2,1,0,32,0,1,229.25,343.88,1.5,0,1,1,1071,171.9,1,0,13,0,1,0,5,0,0,0,0,0,0,0,0,0,0
261,C13,1696.5,5,25.0,2.0,10,5,0,1,54,1,0,169.65,339.29,2,0,1,1,1071,424.1,1,0,13,0,1,0,40,0,0,0,0,0,0,0,0,0,0
262,C14,917,4,50.0,2.0,8,4,0,1,33,1,0,114.63,229.25,2,0,1,0,1401,229.3,0,1,14,0,1,0,3,0,0,0,0,0,0,0,0,0,0
263,C14,45.9,4,3.3,,2,,0,1,64,1,0,22.93,,,,,0,1401,11.5,0,1,14,0,1,1,2,0,0,0,0,0,0,0,0,0,0
264,C14,137.6,4,12.5,1.0,2,2,0,1,26,1,0,68.78,68.78,0,0,1,0,1401,34.4,0,1,14,0,1,1,2,0,0,0,0,0,0,0,0,0,0
265,C14,917,4,5.9,2.0,8,4,1,0,40,1,0,114.63,229.25,2,0,1,0,1401,229.3,0,1,14,0,1,1,1,0,0,0,0,0,0,0,0,0,0
266,C14,458.5,4,5.0,1.0,6,6,1,0,53,1,0,76.42,76.42,1,0,1,0,1401,114.6,0,1,14,0,1,1,1.75,0,0,0,0,0,0,0,0,0,0
267,C14,22.9,4,75.0,1.0,3,3,0,1,29,1,0,7.64,7.64,1,0,1,0,1401,5.7,0,1,14,0,1,1,2,0,0,0,0,0,0,0,0,0,0
268,C14,18.3,4,40.0,1.3,4,3,0,1,26,1,0,4.59,6.11,1.33,0,1,0,1401,4.6,0,1,14,0,1,1,2,0,0,0,0,0,0,0,0,0,0
269,C14,917,4,32.0,2.0,8,4,0,1,48,1,0,114.63,229.25,2,0,1,0,1401,229.3,0,1,14,0,1,0,2.5,0,0,0,0,0,0,0,0,0,0
270,C14,91.7,4,50.0,1.0,2,2,0,1,32,1,0,45.85,45.85,0,0,1,0,1401,22.9,0,1,14,0,1,1,2,0,0,0,0,0,0,0,0,0,0
271,C14,45.9,4,50.0,1.0,2,2,0,1,36,0,1,22.93,22.93,1,0,1,0,1401,11.5,0,1,14,0,1,1,1.5,0,0,0,0,0,0,0,0,0,0
272,C14,45.9,4,,1.0,2,2,1,0,44,0,1,22.93,22.93,1,0,1,0,1401,11.5,0,1,14,0,1,1,1.5,0,0,0,0,0,0,0,0,0,0
273,C14,11,4,0.4,1.0,1,1,0,1,80,0,1,11,11,1,0,1,0,1401,2.8,0,1,14,0,1,1,1.75,0,0,0,0,0,0,0,0,0,0
274,C14,27.5,4,50.0,1.0,4,4,0,1,45,0,1,6.88,6.88,1,0,1,0,1401,6.9,0,1,14,0,1,0,2.25,0,0,0,0,0,0,0,0,0,0
275,C14,917,4,2.5,1.0,2,2,0,1,54,0,1,458.5,458.5,1,0,1,0,1401,229.3,0,1,14,0,1,0,2.25,0,0,0,0,0,0,0,0,0,0
276,C15,458.5,3,20.0,1.0,1,1,1,0,62,1,0,458.5,458.5,1,0,1,1,1382,114.6,0,1,15,0,1,1,1.5,0,0,0,0,0,0,0,0,0,0
277,C15,27.5,3,20.0,1.0,1,1,0,1,32,1,0,27.51,27.51,0,0,1,1,1382,6.9,0,1,15,0,1,1,2,0,0,0,0,0,0,0,0,0,0
278,C15,183.4,3,12.5,0.3,1.3,5,0,1,35,1,0,146.72,36.68,0.25,1,0,1,1382,45.9,0,1,15,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0
279,C15,91.7,3,15.0,0.3,0.8,3,1,0,40,1,0,122.27,30.57,0.25,1,0,1,1382,22.9,0,1,15,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0
280,C15,137.6,3,13.3,0.3,1,4,1,0,47,1,0,137.55,34.39,0.25,1,0,1,1382,34.4,0,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0
281,C15,45.9,3,20.0,0.3,0.5,2,0,1,60,1,0,91.7,22.93,0.25,1,0,1,1382,11.5,0,1,15,0,1,1,1.5,0,0,0,0,0,0,0,0,0,0
282,C15,45.9,3,20.0,0.3,0.5,2,1,0,48,0,1,91.7,22.93,0.25,1,0,1,1382,11.5,0,1,15,0,1,1,2,0,0,0,0,0,0,0,0,0,0
283,C15,366.8,3,30.0,0.3,0.8,3,0,1,36,1,0,489.07,122.27,0.25,1,0,1,1382,91.7,0,1,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0
284,C15,458.5,3,20.0,0.3,1,4,0,1,46,1,0,458.5,114.63,0.25,1,0,1,1382,114.6,0,1,15,0,1,0,3,0,0,0,0,0,0,0,0,0,0
285,C15,229.3,3,37.5,0.3,0.8,3,0,1,42,1,0,305.67,76.42,0.25,1,0,1,1382,57.3,0,1,15,0,1,0,6,0,0,0,0,0,0,0,0,0,0
286,C15,275.1,3,,0.3,0.8,3,0,1,42,1,0,366.8,91.7,0.25,1,0,1,1382,68.8,0,1,15,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0
287,C15,183.4,3,30.0,0.3,0.8,3,0,1,39,1,0,244.53,61.13,0.25,1,0,1,1382,45.9,0,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0
288,C15,77.9,3,5.0,0.5,1,2,1,0,53,1,0,77.95,38.97,0.5,1,0,1,1382,19.5,0,1,15,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0
289,C15,229.3,3,33.3,1.0,5,5,0,1,64,1,0,45.85,45.85,1,0,1,1,1382,57.3,0,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0
290,C15,366.8,3,40.0,4.0,4,1,1,0,47,1,0,91.7,366.8,4,0,1,1,1382,91.7,0,1,15,0,1,1,0.75,0,0,0,0,0,0,0,0,0,0
291,C15,229.3,3,20.0,1.0,1,1,0,1,53,1,0,229.25,229.25,1,0,1,1,1382,57.3,0,1,15,0,1,0,7.5,0,0,0,0,0,0,0,0,0,0
292,C15,137.6,3,25.0,1.0,1,1,0,1,43,1,0,137.55,137.55,1,0,1,1,1382,34.4,0,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0
293,C15,91.7,3,50.0,2.0,2,1,0,1,47,1,0,45.85,91.7,2,0,1,1,1382,22.9,0,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0
294,C15,137.6,3,41.7,,2.5,,0,1,,1,0,55.02,,,,,1,1382,34.4,0,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0
295,C16,137.6,6,66.7,0.5,2,4,0,1,45,1,0,68.78,34.39,0.5,1,0,1,1262,34.4,0,1,16,0,1,1,1,0,0,1,0,0,0,0,0,0,1
296,C16,91.7,6,,0.7,2,3,0,1,48,1,0,45.85,30.57,0.67,1,0,1,1262,22.9,0,1,16,0,1,1,2,0,0,1,0,0,0,0,0,0,1
297,C16,321,6,50.0,1.0,3,3,0,1,38,1,0,106.98,106.98,1,0,1,1,1262,80.2,0,1,16,0,1,0,2.5,0,0,1,0,0,0,0,0,0,1
298,C16,183.4,6,4.8,2.0,4,2,0,1,60,1,0,45.85,91.7,2,0,1,1,1262,45.9,0,1,16,0,1,0,3,0,0,1,0,0,0,0,0,0,1
299,C16,137.6,6,30.0,3.0,3,1,0,1,30,0,1,45.85,137.55,3,0,1,1,1262,34.4,0,1,16,0,1,1,1.5,0,0,1,0,0,0,0,0,0,1
300,C16,458.5,6,20.0,12.0,12,1,1,0,53,1,0,38.21,458.5,12,0,1,1,1262,114.6,0,1,16,0,1,1,1,0,0,1,0,0,0,0,0,0,1
301,C16,229.3,6,5.9,4.0,4,1,1,0,58,1,0,57.31,229.25,0,0,1,1,1262,57.3,0,1,16,0,1,1,0.5,0,0,1,0,0,0,0,0,0,1
302,C16,183.4,6,7.6,8.0,8,1,1,0,54,0,1,22.93,183.4,8,0,1,1,1262,45.9,0,1,16,0,1,1,0.5,0,0,1,0,0,0,0,0,0,1
303,C16,229.3,6,11.4,4.0,8,2,0,1,50,0,1,28.66,114.63,4,0,1,1,1262,57.3,0,1,16,0,1,1,1,0,0,1,0,0,0,0,0,0,1
304,C16,366.8,6,9.2,2.0,6,3,0,1,50,1,0,61.13,122.27,2,0,1,1,1262,91.7,0,1,16,0,1,1,1.75,0,0,1,0,0,0,0,0,0,1
305,C17,458.5,5,8.3,5.0,10,2,0,1,57,1,0,45.85,229.25,5,0,1,1,1250,114.6,0,1,17,0,1,0,2.5,0,0,1,1,1,1,1,0,1,7
306,C17,458.5,5,1.8,2.0,2,1,0,1,71,1,0,229.25,458.5,2,0,1,1,1250,114.6,0,1,17,0,1,1,2,0,0,1,1,1,1,1,0,1,7
307,C17,550.2,5,1.9,0.7,2,3,0,1,54,1,0,275.1,183.4,0.67,1,0,1,1250,137.6,0,1,17,0,1,0,2.25,0,0,1,1,1,1,1,0,1,7
308,C17,275.1,5,66.7,4.0,8,2,0,1,34,1,0,34.39,137.55,4,0,1,1,1250,68.8,0,1,17,0,1,1,1.75,0,0,1,1,1,1,1,0,1,7
309,C17,88,5,16.7,1.0,2,2,0,1,38,1,0,44.02,44.02,1,0,1,1,1250,22,0,1,17,0,1,1,2,0,0,1,1,1,1,1,0,1,7
310,C17,91.7,5,11.8,0.7,2,3,0,1,40,0,1,45.85,30.57,0.67,1,0,1,1250,22.9,0,1,17,0,1,1,1.5,0,0,1,1,1,1,1,0,1,7
311,C17,91.7,5,33.3,0.5,2,4,1,0,51,1,0,45.85,22.93,0.5,1,0,1,1250,22.9,0,1,17,0,1,1,2,0,0,1,1,1,1,1,0,1,7
312,C17,45.9,5,50.0,0.3,1,3,0,1,26,1,0,45.85,15.28,0.33,1,0,1,1250,11.5,0,1,17,0,1,1,1.5,0,0,1,1,1,1,1,0,1,7
